Location Code,Media,Date Taken,Sampler Id,Sample Number,Test Number,Comments,Purpose,Wfd Purpose,Analysis Name,Analysis Repname,Result Number,Result Order,Determinand Code,Determinand,Result,Units,Taxon,Nbn Code,Maitland Code,Whitton Code
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731776,,Planned,,DIAT_TST,Diatom Taxa,47165298,2,0,Taxon abundance,1,NONE,Ctenophora pulchella,NBNSYS0100010965,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731776,,Planned,,DIAT_TST,Diatom Taxa,47165297,1,0,Taxon name,Ctenophora pulchella,NONE,Ctenophora pulchella,NBNSYS0100010965,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731777,,Planned,,DIAT_TST,Diatom Taxa,47165300,2,0,Taxon abundance,1,NONE,Amphora pediculus type,NBNSYS0100010965,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731777,,Planned,,DIAT_TST,Diatom Taxa,47165299,1,0,Taxon name,Amphora pediculus type,NONE,Amphora pediculus type,NBNSYS0100010965,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731778,,Planned,,DIAT_TST,Diatom Taxa,47165302,2,0,Taxon abundance,6,NONE,Diatoma moniliformis,,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731778,,Planned,,DIAT_TST,Diatom Taxa,47165301,1,0,Taxon name,Diatoma moniliformis,NONE,Diatoma moniliformis,,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731769,,Planned,,DIAT_TST,Diatom Taxa,47165284,2,0,Taxon abundance,5,NONE,Nitzschia archibaldii,NBNSYS0100013784,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731779,,Planned,,DIAT_TST,Diatom Taxa,47165304,2,0,Taxon abundance,1,NONE,Synedra ulna,NBNSYS0100016067,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731779,,Planned,,DIAT_TST,Diatom Taxa,47165303,1,0,Taxon name,Synedra ulna,NONE,Synedra ulna,NBNSYS0100016067,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731780,,Planned,,DIAT_TST,Diatom Taxa,47165306,2,0,Taxon abundance,1,NONE,Achnanthes oblongella,NBNSYS0100009170,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731780,,Planned,,DIAT_TST,Diatom Taxa,47165305,1,0,Taxon name,Achnanthes oblongella,NONE,Achnanthes oblongella,NBNSYS0100009170,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731781,,Planned,,DIAT_TST,Diatom Taxa,47165308,2,0,Taxon abundance,1,NONE,Nitzschia intermedia,NBNSYS0100013850,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731781,,Planned,,DIAT_TST,Diatom Taxa,47165307,1,0,Taxon name,Nitzschia intermedia,NONE,Nitzschia intermedia,NBNSYS0100013850,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731754,,Planned,,DIAT_TST,Diatom Taxa,47165254,2,0,Taxon abundance,4,NONE,Nitzschia acicularis,NBNSYS0100013766,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731754,,Planned,,DIAT_TST,Diatom Taxa,47165253,1,0,Taxon name,Nitzschia acicularis,NONE,Nitzschia acicularis,NBNSYS0100013766,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731755,,Planned,,DIAT_TST,Diatom Taxa,47165256,2,0,Taxon abundance,2,NONE,Navicula lanceolata,NBNSYS0100013476,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731755,,Planned,,DIAT_TST,Diatom Taxa,47165255,1,0,Taxon name,Navicula lanceolata,NONE,Navicula lanceolata,NBNSYS0100013476,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731782,,Planned,,DIAT_TST,Diatom Taxa,47165310,2,0,Taxon abundance,4,NONE,Nitzschia paleacea,NBNSYS0100013883,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731782,,Planned,,DIAT_TST,Diatom Taxa,47165309,1,0,Taxon name,Nitzschia paleacea,NONE,Nitzschia paleacea,NBNSYS0100013883,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731783,,Planned,,DIAT_TST,Diatom Taxa,47165312,2,0,Taxon abundance,1,NONE,Encyonema minutum,NBNSYS0100011530,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731783,,Planned,,DIAT_TST,Diatom Taxa,47165311,1,0,Taxon name,Encyonema minutum,NONE,Encyonema minutum,NBNSYS0100011530,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9732247,,Planned,,DIAT_TST,Diatom Taxa,47169000,2,0,Taxon abundance,8,NONE,Navicula protracta,NBNSYS0100013537,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9732247,,Planned,,DIAT_TST,Diatom Taxa,47168999,1,0,Taxon name,Navicula protracta,NONE,Navicula protracta,NBNSYS0100013537,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731784,,Planned,,DIAT_TST,Diatom Taxa,47165314,2,0,Taxon abundance,4,NONE,Cyclotella sp.,NBNSYS0100011530,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731784,,Planned,,DIAT_TST,Diatom Taxa,47165313,1,0,Taxon name,Cyclotella sp.,NONE,Cyclotella sp.,NBNSYS0100011530,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731785,,Planned,,DIAT_TST,Diatom Taxa,47165316,2,0,Taxon abundance,20,NONE,Cocconeis pediculus,NBNSYS0100010344,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731785,,Planned,,DIAT_TST,Diatom Taxa,47165315,1,0,Taxon name,Cocconeis pediculus,NONE,Cocconeis pediculus,NBNSYS0100010344,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731786,,Planned,,DIAT_TST,Diatom Taxa,47165318,2,0,Taxon abundance,19,NONE,Rhoicosphenia abbreviata,NBNSYS0100015002,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731786,,Planned,,DIAT_TST,Diatom Taxa,47165317,1,0,Taxon name,Rhoicosphenia abbreviata,NONE,Rhoicosphenia abbreviata,NBNSYS0100015002,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9732248,,Planned,,DIAT_TST,Diatom Taxa,47169002,2,0,Taxon abundance,38,NONE,Fragilaria capucina agg,NBNSYS0100013537,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9732248,,Planned,,DIAT_TST,Diatom Taxa,47169001,1,0,Taxon name,Fragilaria capucina agg,NONE,Fragilaria capucina agg,NBNSYS0100013537,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9732249,,Planned,,DIAT_TST,Diatom Taxa,47169004,2,0,Taxon abundance,5,NONE,Reimeria sinuata,NBNSYS0100014982,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9732249,,Planned,,DIAT_TST,Diatom Taxa,47169003,1,0,Taxon name,Reimeria sinuata,NONE,Reimeria sinuata,NBNSYS0100014982,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731760,,Planned,,DIAT_TST,Diatom Taxa,47165266,2,0,Taxon abundance,6,NONE,Nitzschia palea,NBNSYS0100013880,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731760,,Planned,,DIAT_TST,Diatom Taxa,47165265,1,0,Taxon name,Nitzschia palea,NONE,Nitzschia palea,NBNSYS0100013880,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731756,,Planned,,DIAT_TST,Diatom Taxa,47165258,2,0,Taxon abundance,15,NONE,Melosira varians,NBNSYS0100013030,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731756,,Planned,,DIAT_TST,Diatom Taxa,47165257,1,0,Taxon name,Melosira varians,NONE,Melosira varians,NBNSYS0100013030,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731757,,Planned,,DIAT_TST,Diatom Taxa,47165260,2,0,Taxon abundance,2,NONE,Gomphonema parvulum var. exilissimum,NBNSYS0100012211,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731757,,Planned,,DIAT_TST,Diatom Taxa,47165259,1,0,Taxon name,Gomphonema parvulum var. exilissimum,NONE,Gomphonema parvulum var. exilissimum,NBNSYS0100012211,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731758,,Planned,,DIAT_TST,Diatom Taxa,47165262,2,0,Taxon abundance,2,NONE,Nitzschia linearis,NBNSYS0100013863,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731758,,Planned,,DIAT_TST,Diatom Taxa,47165261,1,0,Taxon name,Nitzschia linearis,NONE,Nitzschia linearis,NBNSYS0100013863,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731759,,Planned,,DIAT_TST,Diatom Taxa,47165264,2,0,Taxon abundance,2,NONE,Fragilaria bidens,NBNSYS0100012003,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731759,,Planned,,DIAT_TST,Diatom Taxa,47165263,1,0,Taxon name,Fragilaria bidens,NONE,Fragilaria bidens,NBNSYS0100012003,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731761,,Planned,,DIAT_TST,Diatom Taxa,47165268,2,0,Taxon abundance,1,NONE,Navicula cryptotenelloides,NBNSYS0100013880,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731761,,Planned,,DIAT_TST,Diatom Taxa,47165267,1,0,Taxon name,Navicula cryptotenelloides,NONE,Navicula cryptotenelloides,NBNSYS0100013880,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731762,,Planned,,DIAT_TST,Diatom Taxa,47165270,2,0,Taxon abundance,65,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731762,,Planned,,DIAT_TST,Diatom Taxa,47165269,1,0,Taxon name,Navicula gregaria,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731763,,Planned,,DIAT_TST,Diatom Taxa,47165272,2,0,Taxon abundance,100,NONE,Achnanthidium minutissimum type,NBNSYS0100013438,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731763,,Planned,,DIAT_TST,Diatom Taxa,47165271,1,0,Taxon name,Achnanthidium minutissimum type,NONE,Achnanthidium minutissimum type,NBNSYS0100013438,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731764,,Planned,,DIAT_TST,Diatom Taxa,47165274,2,0,Taxon abundance,8,NONE,Achnanthes lanceolata subsp. frequentissima,,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731764,,Planned,,DIAT_TST,Diatom Taxa,47165273,1,0,Taxon name,Achnanthes lanceolata subsp. frequentissima,NONE,Achnanthes lanceolata subsp. frequentissima,,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731765,,Planned,,DIAT_TST,Diatom Taxa,47165276,2,0,Taxon abundance,1,NONE,Planothidium lanceolatum,NBNSYS0100014625,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731765,,Planned,,DIAT_TST,Diatom Taxa,47165275,1,0,Taxon name,Planothidium lanceolatum,NONE,Planothidium lanceolatum,NBNSYS0100014625,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731766,,Planned,,DIAT_TST,Diatom Taxa,47165278,2,0,Taxon abundance,6,NONE,Cocconeis placentula var. euglypta,NBNSYS0100010347,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731766,,Planned,,DIAT_TST,Diatom Taxa,47165277,1,0,Taxon name,Cocconeis placentula var. euglypta,NONE,Cocconeis placentula var. euglypta,NBNSYS0100010347,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731767,,Planned,,DIAT_TST,Diatom Taxa,47165280,2,0,Taxon abundance,2,NONE,Gomphonema parvulum,NBNSYS0100012209,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731767,,Planned,,DIAT_TST,Diatom Taxa,47165279,1,0,Taxon name,Gomphonema parvulum,NONE,Gomphonema parvulum,NBNSYS0100012209,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731768,,Planned,,DIAT_TST,Diatom Taxa,47165282,2,0,Taxon abundance,2,NONE,Nitzschia recta,NBNSYS0100013898,,
536475,RIV_BIOTA,29/05/2017,CACA,3209537,9731768,,Planned,,DIAT_TST,Diatom Taxa,47165281,1,0,Taxon name,Nitzschia recta,NONE,Nitzschia recta,NBNSYS0100013898,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,9761020,,Planned,,DIAT_TST,Diatom Taxa,47278832,1,0,Taxon name,Rhoicosphenia abbreviata,NONE,Rhoicosphenia abbreviata,NBNSYS0100015002,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,9761020,,Planned,,DIAT_TST,Diatom Taxa,47278833,2,0,Taxon abundance,50,NONE,Rhoicosphenia abbreviata,NBNSYS0100015002,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,9761027,,Planned,,DIAT_TST,Diatom Taxa,47278872,1,0,Taxon name,Navicula gregaria,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,9761027,,Planned,,DIAT_TST,Diatom Taxa,47278873,2,0,Taxon abundance,172,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760899,,Planned,,DIAT_TST,Diatom Taxa,47279429,1,0,Taxon name,Navicula molestiformis,NONE,Navicula molestiformis,NBNSYS0100013507,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760899,,Planned,,DIAT_TST,Diatom Taxa,47279430,2,0,Taxon abundance,2,NONE,Navicula molestiformis,NBNSYS0100013507,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760900,,Planned,,DIAT_TST,Diatom Taxa,47279431,1,0,Taxon name,Navicula protracta,NONE,Navicula protracta,NBNSYS0100013537,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760900,,Planned,,DIAT_TST,Diatom Taxa,47279432,2,0,Taxon abundance,2,NONE,Navicula protracta,NBNSYS0100013537,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760901,,Planned,,DIAT_TST,Diatom Taxa,47279434,1,0,Taxon name,Nitzschia sociabilis,NONE,Nitzschia sociabilis,NBNSYS0100013914,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760901,,Planned,,DIAT_TST,Diatom Taxa,47279435,2,0,Taxon abundance,1,NONE,Nitzschia sociabilis,NBNSYS0100013914,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760902,,Planned,,DIAT_TST,Diatom Taxa,47279436,1,0,Taxon name,Surirella brebissonii,NONE,Surirella brebissonii,NBNSYS0100015965,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760902,,Planned,,DIAT_TST,Diatom Taxa,47279437,2,0,Taxon abundance,5,NONE,Surirella brebissonii,NBNSYS0100015965,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760903,,Planned,,DIAT_TST,Diatom Taxa,47279438,1,0,Taxon name,Encyonema caespitosum,NONE,Encyonema caespitosum,NBNSYS0100011517,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760903,,Planned,,DIAT_TST,Diatom Taxa,47279439,2,0,Taxon abundance,2,NONE,Encyonema caespitosum,NBNSYS0100011517,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760904,,Planned,,DIAT_TST,Diatom Taxa,47279440,1,0,Taxon name,Nitzschia intermedia,NONE,Nitzschia intermedia,NBNSYS0100013850,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760904,,Planned,,DIAT_TST,Diatom Taxa,47279441,2,0,Taxon abundance,2,NONE,Nitzschia intermedia,NBNSYS0100013850,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760905,,Planned,,DIAT_TST,Diatom Taxa,47279442,1,0,Taxon name,Melosira varians,NONE,Melosira varians,NBNSYS0100013030,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760905,,Planned,,DIAT_TST,Diatom Taxa,47279443,2,0,Taxon abundance,86,NONE,Melosira varians,NBNSYS0100013030,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760906,,Planned,,DIAT_TST,Diatom Taxa,47279549,1,0,Taxon name,Encyonema reichardtii,NONE,Encyonema reichardtii,NBNSYS0100011539,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760906,,Planned,,DIAT_TST,Diatom Taxa,47279550,2,0,Taxon abundance,1,NONE,Encyonema reichardtii,NBNSYS0100011539,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760942,,Planned,,DIAT_TST,Diatom Taxa,47279551,1,0,Taxon name,Diatoma moniliformis,NONE,Diatoma moniliformis,NBNSYS0100011539,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760942,,Planned,,DIAT_TST,Diatom Taxa,47279552,2,0,Taxon abundance,9,NONE,Diatoma moniliformis,NBNSYS0100011539,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760943,,Planned,,DIAT_TST,Diatom Taxa,47279553,1,0,Taxon name,Fragilaria bidens,NONE,Fragilaria bidens,NBNSYS0100012003,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760943,,Planned,,DIAT_TST,Diatom Taxa,47279554,2,0,Taxon abundance,2,NONE,Fragilaria bidens,NBNSYS0100012003,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760944,,Planned,,DIAT_TST,Diatom Taxa,47279555,1,0,Taxon name,Nitzschia linearis,NONE,Nitzschia linearis,NBNSYS0100013863,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760944,,Planned,,DIAT_TST,Diatom Taxa,47279556,2,0,Taxon abundance,3,NONE,Nitzschia linearis,NBNSYS0100013863,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760897,,Planned,,DIAT_TST,Diatom Taxa,47279424,1,0,Taxon name,Fragilaria capucina var. gracilis,NONE,Fragilaria capucina var. gracilis,NHMSYS0000524521,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760897,,Planned,,DIAT_TST,Diatom Taxa,47279425,2,0,Taxon abundance,23,NONE,Fragilaria capucina var. gracilis,NHMSYS0000524521,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760898,,Planned,,DIAT_TST,Diatom Taxa,47279427,1,0,Taxon name,Cyclostephanos sp.,NONE,Cyclostephanos sp.,NHMSYS0000524521,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760898,,Planned,,DIAT_TST,Diatom Taxa,47279428,2,0,Taxon abundance,8,NONE,Cyclostephanos sp.,NHMSYS0000524521,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760945,,Planned,,DIAT_TST,Diatom Taxa,47279557,1,0,Taxon name,Gomphonema olivaceum,NONE,Gomphonema olivaceum,NBNSYS0100012203,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760945,,Planned,,DIAT_TST,Diatom Taxa,47279558,2,0,Taxon abundance,1,NONE,Gomphonema olivaceum,NBNSYS0100012203,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760946,,Planned,,DIAT_TST,Diatom Taxa,47279824,1,0,Taxon name,Nitzschia dissipata,NONE,Nitzschia dissipata,NBNSYS0100013808,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9760946,,Planned,,DIAT_TST,Diatom Taxa,47279825,2,0,Taxon abundance,2,NONE,Nitzschia dissipata,NBNSYS0100013808,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761037,,Planned,,DIAT_TST,Diatom Taxa,47279826,1,0,Taxon name,Nitzschia acicularis,NONE,Nitzschia acicularis,NBNSYS0100013766,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761037,,Planned,,DIAT_TST,Diatom Taxa,47279827,2,0,Taxon abundance,4,NONE,Nitzschia acicularis,NBNSYS0100013766,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761038,,Planned,,DIAT_TST,Diatom Taxa,47279828,1,0,Taxon name,Nitzschia palea,NONE,Nitzschia palea,NBNSYS0100013880,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761038,,Planned,,DIAT_TST,Diatom Taxa,47279829,2,0,Taxon abundance,13,NONE,Nitzschia palea,NBNSYS0100013880,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761039,,Planned,,DIAT_TST,Diatom Taxa,47279830,1,0,Taxon name,Cocconeis placentula var. euglypta,NONE,Cocconeis placentula var. euglypta,NBNSYS0100010347,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761039,,Planned,,DIAT_TST,Diatom Taxa,47279831,2,0,Taxon abundance,3,NONE,Cocconeis placentula var. euglypta,NBNSYS0100010347,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761040,,Planned,,DIAT_TST,Diatom Taxa,47279832,1,0,Taxon name,Navicula gregaria,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761040,,Planned,,DIAT_TST,Diatom Taxa,47279833,2,0,Taxon abundance,26,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761041,,Planned,,DIAT_TST,Diatom Taxa,47279884,1,0,Taxon name,Gomphonema minutum,NONE,Gomphonema minutum,NBNSYS0100012199,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761041,,Planned,,DIAT_TST,Diatom Taxa,47279885,2,0,Taxon abundance,1,NONE,Gomphonema minutum,NBNSYS0100012199,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761062,,Planned,,DIAT_TST,Diatom Taxa,47279886,1,0,Taxon name,Navicula saprophila,NONE,Navicula saprophila,NBNSYS0100013567,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761062,,Planned,,DIAT_TST,Diatom Taxa,47279887,2,0,Taxon abundance,1,NONE,Navicula saprophila,NBNSYS0100013567,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761063,,Planned,,DIAT_TST,Diatom Taxa,47279888,1,0,Taxon name,Achnanthidium minutissimum type,NONE,Achnanthidium minutissimum type,NBNSYS0100013567,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761063,,Planned,,DIAT_TST,Diatom Taxa,47279889,2,0,Taxon abundance,70,NONE,Achnanthidium minutissimum type,NBNSYS0100013567,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761064,,Planned,,DIAT_TST,Diatom Taxa,47279890,1,0,Taxon name,Rhoicosphenia abbreviata,NONE,Rhoicosphenia abbreviata,NBNSYS0100015002,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761064,,Planned,,DIAT_TST,Diatom Taxa,47279891,2,0,Taxon abundance,29,NONE,Rhoicosphenia abbreviata,NBNSYS0100015002,,
536475,RIV_BIOTA,12/05/2017,ROWH,3209533,9761065,,Planned,,DIAT_TST,Diatom Taxa,47279892,1,0,Taxon name,Fragilaria capucina agg,NONE,Fragilaria capucina agg,NBNSYS0100015002,,
